risk_score,hdi,ndvi,evi,ndwi,temp,rain,nightlights,curr_fire_risk,curr_poaching_risk,curr_encroachment_risk,curr_drought_risk,curr_heat_risk,sens_fire,sens_poaching,sens_encroachment,sens_drought,sens_disease,sens_power_lines,is_plant,is_mammal,is_bird,is_reptile,is_amphibian,is_insect,is_marine,is_fungi,action,outcome
0.14,0.22,0.16,0.13,-0.33,41.8,421.0,3.1,0.07,0.29,0.12,0.0,0.71,0.22,0.56,0.69,0.22,0.12,0.05,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.2,0.72,0.11,0.09,-0.24,46.1,150.0,7.0,0.27,0.19,0.13,0.12,0.92,0.22,0.72,0.39,0.82,0.18,0.12,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.23,0.1,0.16,0.13,0.23,27.2,2181.0,0.8,0.2,0.23,0.0,0.27,0.12,0.02,0.71,0.73,0.96,0.16,0.04,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.15,0.24,0.34,0.28,0.11,15.2,1574.0,3.5,0.04,0.26,0.27,0.11,0.21,0.06,0.57,0.68,0.16,0.31,0.18,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.25,0.69,0.37,0.34,0.13,34.9,2416.0,3.6,0.29,0.3,0.74,0.14,0.16,0.08,0.96,1.0,0.59,0.16,0.07,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.17,0.68,0.28,0.26,-0.12,42.2,2896.0,6.1,0.19,0.1,0.15,0.23,0.2,0.03,0.59,0.5,0.15,0.06,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.37,0.49,0.25,0.22,-0.28,22.3,45.0,4.6,0.19,0.19,0.05,0.77,0.27,0.67,0.54,0.81,1.0,0.07,0.04,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.12,0.49,0.71,0.65,-0.45,31.2,1380.0,5.7,0.04,0.2,0.27,0.1,0.2,0.87,0.96,0.76,0.53,0.2,0.05,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.41,0.74,0.57,0.48,0.12,34.1,2500.0,5.9,0.1,0.77,0.06,0.24,0.24,0.94,1.0,0.07,0.78,0.39,0.11,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.12,0.71,0.19,0.16,0.46,20.5,1130.0,8.9,0.08,0.06,0.73,0.25,0.27,0.99,0.2,1.0,0.9,0.29,0.02,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.36,0.87,0.6,0.54,-0.28,41.1,215.0,8.3,0.14,0.18,0.27,0.81,0.28,0.66,0.06,0.7,1.0,0.33,0.09,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.18,0.81,0.76,0.68,0.44,18.4,2997.0,2.0,0.11,0.27,0.73,0.14,0.17,0.02,0.05,1.0,0.11,0.04,0.01,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.05,0.26,0.34,0.3,0.13,43.6,1528.0,2.0,0.03,0.01,0.05,0.14,0.11,0.75,0.76,0.81,0.15,0.08,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.22,0.72,0.4,0.35,0.1,17.5,2149.0,8.5,0.16,0.22,0.3,0.28,0.26,0.52,0.58,0.35,0.36,0.33,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.36,0.18,0.67,0.64,-0.43,40.6,115.0,3.2,0.17,0.16,0.11,0.81,0.15,0.4,0.12,0.73,1.0,0.18,0.06,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.1,0.9,0.39,0.35,0.19,43.6,1420.0,10.0,0.12,0.11,0.23,0.07,0.72,0.17,0.49,0.92,0.77,0.26,0.09,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.22,0.64,0.87,0.71,-0.1,40.4,470.0,1.1,0.27,0.15,0.97,0.26,0.18,0.91,0.55,1.0,0.68,0.23,0.17,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.19,0.78,0.26,0.23,0.16,31.5,1584.0,4.3,0.19,0.15,0.77,0.23,0.13,0.62,0.89,1.0,0.8,0.03,0.06,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.32,0.67,0.12,0.44,-0.45,43.5,1483.0,6.5,0.71,0.13,0.25,0.18,0.27,1.0,0.61,0.95,0.89,0.13,0.12,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.18,0.59,0.25,0.21,0.38,42.9,1800.0,5.1,0.18,0.14,0.03,0.25,0.08,0.73,0.99,0.93,0.14,0.44,0.11,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.13,0.21,0.64,0.61,-0.42,36.6,1437.0,3.3,0.17,0.08,0.05,0.16,0.16,0.71,0.27,0.68,0.05,0.48,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.15,0.75,0.52,0.48,0.38,18.8,1879.0,8.7,0.0,0.21,0.19,0.23,0.01,0.89,0.41,0.81,0.65,0.05,0.06,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.12,0.77,0.22,0.2,0.37,37.1,1995.0,7.2,0.11,0.08,0.93,0.19,0.07,0.05,0.89,1.0,0.75,0.05,0.15,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.18,0.84,0.51,0.41,-0.03,24.6,1337.0,1.7,0.18,0.1,0.74,0.29,0.26,0.91,0.17,1.0,0.97,0.24,0.19,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.19,0.78,0.81,0.74,-0.07,32.3,1000.0,4.8,0.23,0.25,0.97,0.06,0.08,0.33,0.26,1.0,0.21,0.08,0.09,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.34,0.29,0.4,0.67,-0.47,48.3,1815.0,2.9,0.97,0.02,0.22,0.15,0.13,1.0,0.29,0.72,0.3,0.3,0.04,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.1,0.79,0.57,0.56,0.35,40.8,715.0,9.2,0.04,0.13,0.17,0.13,0.74,0.74,0.93,0.65,0.03,0.24,0.17,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.48,0.7,0.34,0.43,-0.04,48.7,2951.0,6.5,1.0,0.28,0.13,0.23,0.22,1.0,0.26,0.2,0.03,0.15,0.2,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.17,0.79,0.74,0.67,0.32,15.1,491.0,8.6,0.18,0.14,0.78,0.18,0.28,0.79,0.7,1.0,0.02,0.33,0.01,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.18,0.22,0.47,0.4,-0.44,26.0,1871.0,0.9,0.26,0.12,0.13,0.17,0.3,0.03,0.08,0.97,0.73,0.04,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.05,0.47,0.16,0.14,0.23,31.7,677.0,5.7,0.06,0.06,0.12,0.02,0.15,0.43,0.4,0.43,0.85,1.0,0.06,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.38,0.35,0.61,0.5,-0.33,19.8,171.0,3.4,0.28,0.03,0.08,0.95,0.17,0.99,0.81,0.8,1.0,0.29,0.17,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.35,0.63,0.3,0.4,0.44,44.0,1595.0,7.2,0.89,0.16,0.23,0.07,0.29,1.0,0.22,0.62,0.23,0.26,0.03,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.15,0.65,0.54,0.48,0.18,43.4,1145.0,7.9,0.21,0.03,0.23,0.25,0.22,0.71,0.08,0.94,0.18,0.14,0.16,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.19,0.74,0.45,0.38,-0.17,28.5,1883.0,0.6,0.06,0.28,0.72,0.22,0.18,0.01,0.58,1.0,0.63,0.08,0.06,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.14,0.45,0.76,0.61,-0.3,26.7,2093.0,4.2,0.21,0.15,0.24,0.06,0.27,0.55,0.25,0.52,0.0,1.0,0.06,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.39,0.35,0.26,0.23,-0.37,33.5,250.0,4.4,0.24,0.23,0.04,0.77,0.04,0.01,0.87,0.77,1.0,0.05,0.18,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.19,0.9,0.72,0.63,0.14,44.2,902.0,6.1,0.26,0.2,0.78,0.11,0.27,0.93,0.7,1.0,0.04,0.48,0.02,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.24,0.1,0.58,0.57,-0.41,26.0,1486.0,1.9,0.22,0.29,0.24,0.21,0.16,0.21,0.61,0.27,0.79,0.49,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.27,0.33,0.46,0.45,0.46,41.4,1703.0,1.9,0.27,0.27,0.15,0.26,0.71,0.16,0.85,0.63,0.79,0.18,0.17,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.54,0.47,0.43,0.35,0.46,40.9,910.0,4.4,0.25,0.98,0.24,0.23,0.11,0.36,1.0,0.8,0.14,0.27,0.2,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.31,0.47,0.28,0.25,-0.58,25.1,3.0,5.9,0.04,0.21,0.24,0.7,0.12,0.82,0.48,0.71,1.0,0.38,0.16,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.12,0.3,0.25,0.24,-0.33,22.4,2325.0,1.9,0.02,0.23,0.09,0.05,0.24,0.45,0.11,0.36,0.68,0.17,0.02,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.17,0.69,0.51,0.5,-0.42,20.1,1787.0,10.0,0.2,0.1,1.0,0.25,0.02,0.54,0.37,1.0,0.03,0.37,0.07,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.42,0.46,0.36,0.29,-0.27,30.7,104.0,3.1,0.3,0.24,0.12,0.78,0.29,0.23,0.61,0.0,1.0,0.01,0.01,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.22,0.32,0.22,0.2,0.01,38.7,2627.0,3.9,0.21,0.23,0.15,0.2,0.97,0.9,0.12,0.32,0.46,0.21,0.03,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.35,0.62,0.38,0.71,0.22,49.3,2051.0,6.6,0.71,0.25,0.23,0.15,0.27,1.0,0.85,0.84,0.6,0.3,0.13,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.33,0.78,0.11,0.36,-0.2,42.6,1302.0,6.9,0.8,0.18,0.02,0.05,0.21,1.0,0.94,0.85,0.11,0.44,0.19,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.11,0.73,0.73,0.64,0.24,23.3,1684.0,5.9,0.21,0.09,0.02,0.04,0.26,0.62,0.55,0.47,0.19,0.27,0.09,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.21,0.33,0.65,0.64,-0.39,31.1,1482.0,4.3,0.25,0.14,0.1,0.26,0.02,0.15,0.14,0.79,0.12,0.14,0.09,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.39,0.1,0.15,0.43,-0.34,38.8,781.0,1.1,0.9,0.21,0.29,0.12,0.08,1.0,0.57,0.36,0.82,0.03,0.04,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.38,0.8,0.27,0.39,0.03,41.4,134.0,6.8,0.76,0.23,0.13,0.22,0.0,1.0,0.98,0.4,0.72,0.21,0.08,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.43,0.73,0.74,0.73,-0.19,17.3,2091.0,7.0,0.27,0.82,0.28,0.07,0.14,0.05,1.0,0.91,0.62,0.32,0.09,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.13,0.38,0.71,0.65,-0.12,42.4,2555.0,2.3,0.06,0.26,0.27,0.02,0.79,0.14,0.73,0.22,0.54,0.03,0.13,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.2,0.29,0.34,0.29,-0.15,20.1,1052.0,2.1,0.11,0.29,0.21,0.18,0.1,0.26,0.24,0.62,0.79,1.0,0.14,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.25,0.29,0.17,0.14,-0.25,40.6,1573.0,3.7,0.24,0.23,0.15,0.28,0.88,0.21,0.94,0.65,0.97,0.08,0.1,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.31,0.52,0.14,0.51,0.09,36.2,2553.0,5.4,0.78,0.11,0.03,0.11,0.28,1.0,0.21,0.6,0.34,0.12,0.18,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.33,0.79,0.62,0.6,-0.26,25.4,139.0,6.9,0.22,0.08,0.09,0.77,0.17,0.6,0.3,0.79,1.0,0.48,0.05,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.4,0.37,0.29,0.78,0.35,48.8,2617.0,3.0,0.85,0.15,0.09,0.28,0.3,1.0,0.7,0.16,0.49,0.34,0.08,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.13,0.54,0.88,0.82,0.27,40.9,1880.0,6.7,0.01,0.15,0.24,0.24,0.01,0.56,0.07,0.41,0.19,0.07,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.12,0.57,0.84,0.76,0.33,43.7,2919.0,4.3,0.12,0.11,0.06,0.15,0.18,0.98,0.85,0.58,0.3,0.06,0.2,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.11,0.81,0.47,0.39,-0.03,21.6,2853.0,9.3,0.24,0.06,0.13,0.06,0.25,0.96,0.79,0.37,0.31,1.0,0.2,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.39,0.21,0.88,0.86,-0.3,35.8,217.0,2.5,0.23,0.17,0.02,0.86,0.14,0.6,0.18,0.67,1.0,0.22,0.03,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.41,0.35,0.19,0.16,0.4,37.2,1808.0,2.9,0.08,0.85,0.16,0.17,0.07,0.48,1.0,0.02,0.91,0.4,0.01,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.16,0.77,0.38,0.33,-0.5,37.6,1230.0,0.7,0.26,0.14,0.85,0.11,0.29,0.3,0.68,1.0,0.72,0.08,0.11,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.1,0.44,0.12,0.12,-0.23,16.9,2878.0,4.2,0.04,0.09,0.18,0.18,0.13,0.94,0.11,0.05,0.77,1.0,0.0,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.15,0.68,0.65,0.63,-0.46,25.7,1951.0,2.8,0.24,0.04,0.74,0.19,0.27,0.01,0.35,1.0,0.2,0.23,0.16,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.19,0.57,0.29,0.24,0.29,33.8,999.0,4.4,0.28,0.1,0.0,0.21,0.19,0.94,0.55,0.36,0.36,0.37,0.14,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.28,0.42,0.73,0.7,-0.36,35.6,85.0,4.2,0.16,0.06,0.21,0.7,0.0,0.46,0.83,0.14,1.0,0.32,0.09,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.41,0.26,0.17,0.44,-0.01,46.6,585.0,2.1,0.97,0.21,0.21,0.12,0.15,1.0,0.04,0.49,0.78,0.2,0.17,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.06,0.29,0.43,0.39,-0.28,43.5,971.0,3.5,0.01,0.12,0.07,0.02,0.05,0.16,0.22,0.28,0.36,0.28,0.06,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.19,0.17,0.36,0.31,0.01,40.7,1459.0,2.5,0.12,0.26,0.28,0.18,0.1,0.84,0.13,0.9,0.6,0.37,0.18,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.4,0.73,0.29,0.17,-0.27,36.8,1938.0,8.4,0.95,0.19,0.03,0.13,0.06,1.0,0.64,0.41,0.46,0.15,0.0,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.39,0.28,0.9,0.79,-0.44,15.5,273.0,4.1,0.25,0.2,0.01,0.78,0.01,0.58,0.86,0.51,1.0,0.26,0.14,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.42,0.19,0.23,0.2,0.43,21.1,2281.0,1.2,0.24,0.8,0.24,0.11,0.17,0.86,1.0,0.77,0.51,0.25,0.15,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.18,0.79,0.66,0.54,0.32,26.8,1703.0,3.4,0.22,0.28,0.9,0.01,0.02,0.61,0.38,1.0,0.66,0.07,0.08,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.23,0.27,0.86,0.8,0.14,41.6,604.0,1.5,0.15,0.26,0.02,0.26,0.79,0.8,0.78,0.54,0.45,0.08,0.07,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.35,0.12,0.59,0.56,-0.5,38.9,214.0,0.4,0.15,0.23,0.02,0.71,0.24,0.61,0.13,0.81,1.0,0.17,0.12,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.28,0.33,0.13,0.22,0.36,40.3,402.0,4.5,0.72,0.06,0.23,0.15,0.23,1.0,0.52,0.8,0.38,0.42,0.08,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.09,0.66,0.79,0.68,-0.19,31.0,353.0,3.3,0.2,0.0,0.84,0.1,0.08,0.96,0.37,1.0,0.53,0.43,0.05,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.31,0.29,0.9,0.89,-0.47,22.7,227.0,2.3,0.15,0.11,0.21,0.72,0.0,0.97,0.62,0.86,1.0,0.06,0.15,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.4,0.42,0.31,0.21,-0.34,47.8,1052.0,3.3,0.99,0.1,0.13,0.21,0.08,1.0,0.17,0.54,0.47,0.39,0.07,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.04,0.71,0.3,0.26,-0.45,19.6,1315.0,7.3,0.04,0.0,0.02,0.08,0.07,0.8,0.56,0.84,0.1,0.32,0.09,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.14,0.85,0.21,0.21,-0.05,22.4,751.0,3.5,0.24,0.12,0.94,0.08,0.08,0.04,0.55,1.0,0.23,0.43,0.0,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.29,0.27,0.77,0.62,-0.49,41.8,241.0,3.0,0.2,0.02,0.07,0.73,0.19,0.58,0.82,0.33,1.0,0.08,0.02,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.36,0.19,0.67,0.65,-0.34,18.9,2241.0,1.3,0.15,0.72,0.14,0.11,0.01,0.35,1.0,0.04,0.49,0.26,0.17,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.16,0.73,0.4,0.32,0.48,36.5,244.0,3.4,0.09,0.23,0.81,0.13,0.09,0.34,0.18,1.0,0.25,0.49,0.08,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.26,0.75,0.16,0.1,0.4,40.3,1804.0,6.8,0.78,0.02,0.09,0.05,0.01,1.0,0.54,0.71,0.16,0.11,0.1,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.26,0.38,0.7,0.61,0.48,17.5,1764.0,3.1,0.2,0.28,0.22,0.3,0.17,0.34,0.77,0.52,0.47,0.04,0.13,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.17,0.32,0.46,0.42,0.4,34.0,1495.0,3.9,0.01,0.27,0.2,0.21,0.03,0.62,0.67,0.62,0.78,1.0,0.18,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.19,0.23,0.41,0.37,-0.28,35.7,506.0,1.8,0.11,0.16,0.07,0.29,0.1,0.78,0.05,0.76,0.73,0.15,0.13,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.16,0.62,0.8,0.74,-0.14,44.6,351.0,6.4,0.2,0.23,0.72,0.02,0.28,0.03,0.31,1.0,0.61,0.14,0.07,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.13,0.11,0.82,0.76,-0.48,19.8,1267.0,1.8,0.04,0.1,0.0,0.26,0.08,0.91,0.98,0.54,0.57,0.12,0.12,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.33,0.68,0.17,0.74,-0.11,42.4,803.0,6.5,0.99,0.04,0.05,0.05,0.08,1.0,0.97,0.12,0.44,0.16,0.16,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.13,0.65,0.81,0.68,0.48,32.9,366.0,3.5,0.07,0.22,0.81,0.06,0.01,0.79,0.25,1.0,0.89,0.35,0.09,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.15,0.42,0.1,0.1,-0.36,18.1,1335.0,5.6,0.14,0.13,0.22,0.2,0.24,0.37,0.54,0.06,0.3,0.3,0.19,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.11,0.44,0.7,0.66,0.37,35.9,2298.0,4.7,0.11,0.14,0.24,0.06,0.16,0.04,0.31,0.28,0.36,0.28,0.16,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.4,0.89,0.5,0.41,-0.4,40.1,228.0,8.6,0.1,0.24,0.18,0.9,0.1,0.05,0.83,1.0,1.0,0.43,0.01,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.39,0.82,0.41,0.35,-0.35,40.7,100.0,6.7,0.29,0.01,0.09,0.98,0.14,0.72,0.07,0.47,1.0,0.37,0.12,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.11,0.58,0.88,0.8,0.41,38.1,748.0,6.2,0.16,0.1,0.29,0.07,0.89,0.91,0.54,0.04,0.86,0.02,0.18,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.21,0.32,0.12,0.11,0.42,18.2,1009.0,2.1,0.13,0.29,0.18,0.17,0.22,0.71,0.87,0.26,0.69,0.29,0.12,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.14,0.77,0.52,0.49,-0.34,33.7,1168.0,6.4,0.26,0.01,0.1,0.21,0.19,0.18,0.36,0.04,0.79,0.07,0.18,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.14,0.64,0.7,0.57,-0.48,33.0,1444.0,6.8,0.04,0.14,0.24,0.23,0.3,0.45,0.12,0.63,0.57,0.02,0.19,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.37,0.66,0.12,0.33,-0.14,47.9,819.0,7.2,0.93,0.23,0.23,0.01,0.12,1.0,0.18,0.54,0.24,0.47,0.11,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.08,0.3,0.56,0.56,0.27,32.5,2862.0,3.0,0.04,0.04,0.06,0.17,0.19,0.35,0.61,0.82,0.41,1.0,0.05,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.29,0.36,0.68,0.64,-0.57,35.8,31.0,2.3,0.16,0.02,0.14,0.79,0.08,0.94,0.55,0.58,1.0,0.09,0.15,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.39,0.45,0.66,0.6,0.44,19.7,1767.0,5.4,0.09,0.9,0.06,0.01,0.01,0.4,1.0,0.33,0.42,0.36,0.09,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.16,0.22,0.79,0.74,0.27,44.8,1275.0,3.2,0.22,0.14,0.26,0.13,0.93,0.22,0.28,0.74,0.39,0.15,0.07,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.06,0.39,0.62,0.55,0.06,38.8,1542.0,2.9,0.09,0.07,0.06,0.03,0.85,0.09,0.87,0.52,0.47,0.17,0.08,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.05,0.31,0.48,0.42,0.16,43.1,571.0,2.0,0.07,0.06,0.27,0.02,0.76,0.42,0.88,0.6,0.07,0.35,0.15,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.13,0.85,0.33,0.27,0.34,21.6,2969.0,6.2,0.25,0.07,0.96,0.09,0.09,0.62,0.86,1.0,0.38,0.48,0.01,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.32,0.58,0.28,0.3,0.32,48.5,1853.0,4.9,0.81,0.04,0.02,0.21,0.2,1.0,0.95,0.09,0.63,0.39,0.13,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.1,0.76,0.64,0.58,-0.37,20.8,611.0,9.5,0.04,0.03,0.83,0.24,0.12,0.08,0.2,1.0,0.21,0.33,0.12,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.15,0.83,0.35,0.33,-0.02,39.7,2935.0,8.7,0.24,0.15,0.07,0.07,0.9,0.93,0.15,0.53,0.54,0.03,0.2,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.22,0.24,0.24,0.2,0.16,28.1,968.0,2.2,0.26,0.16,0.18,0.27,0.25,0.31,0.58,0.04,0.21,0.3,0.05,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.43,0.44,0.71,0.7,-0.12,39.6,1897.0,4.9,0.19,0.71,0.12,0.29,0.23,0.02,1.0,0.17,0.98,0.37,0.03,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.17,0.85,0.25,0.23,0.16,46.4,1000.0,9.9,0.1,0.23,0.21,0.15,0.95,0.94,0.13,0.38,0.21,0.02,0.06,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.08,0.19,0.22,0.18,0.33,38.1,265.0,0.5,0.08,0.12,0.25,0.02,0.77,0.54,0.91,0.28,0.72,0.35,0.07,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.1,0.42,0.66,0.56,-0.37,17.8,2431.0,5.6,0.09,0.04,0.14,0.18,0.28,0.77,0.76,0.2,0.09,0.46,0.2,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.36,0.46,0.13,0.2,-0.38,38.1,2798.0,3.4,0.84,0.19,0.13,0.1,0.12,1.0,0.58,0.73,0.53,0.12,0.12,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.14,0.79,0.24,0.2,0.04,21.0,1471.0,4.4,0.04,0.25,0.79,0.09,0.19,0.07,0.8,1.0,0.95,0.03,0.01,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.11,0.68,0.86,0.79,-0.07,16.5,2344.0,4.9,0.01,0.07,0.83,0.25,0.09,0.63,0.64,1.0,0.9,0.47,0.01,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.33,0.67,0.4,0.37,-0.45,40.9,147.0,7.0,0.13,0.06,0.1,0.9,0.07,0.67,0.42,0.37,1.0,0.48,0.07,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.4,0.23,0.24,0.79,0.11,45.8,1114.0,1.8,0.92,0.13,0.16,0.24,0.13,1.0,0.41,0.53,0.58,0.31,0.0,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.3,0.12,0.2,0.18,-0.54,22.2,276.0,1.3,0.14,0.07,0.24,0.79,0.06,1.0,0.57,0.86,1.0,0.45,0.04,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
